family,dataset,pooling,audit,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,seed,width_factor,d_sae,l1,normalize,dom_margin,train_examples,eval_examples,sae_steps,MFI,MFI_ci_low,MFI_ci_high,FMP,image_driven_frac,text_driven_frac,both_driven_frac,mean_text_delta,mean_image_delta,matched_gini,matched_eff_dim,image_only_mean_activation,llm_mean_activation,vlm_train_rec_r2,vlm_eval_rec_r2,llm_train_rec_r2,vlm_eval_l0,vlm_eval_active_frac,vlm_eval_dead_frac,vlm_eval_z_abs_mean
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,True,1.25,1024,512,1200,0.6819407939910889,0.6757155264669563,0.6896601043292321,0.99267578125,0.0,0.996337890625,0.003662109375,0.43268805742263794,0.24925273656845093,0.0762258531060636,4006.7679122781265,0.42813199758529663,0.33294346928596497,0.9995391771685763,0.661008607518736,0.9937737951655675,1983.623046875,0.4842829704284668,0.0,0.3551579713821411
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,True,1.5,1024,512,1200,0.6819407939910889,0.6757155264669563,0.6896601043292321,0.77685546875,0.0,0.888427734375,0.111572265625,0.43268805742263794,0.24925273656845093,0.0762258531060636,4006.7679122781265,0.42813199758529663,0.33294346928596497,0.9995391771685763,0.661008607518736,0.9937737951655675,1983.623046875,0.4842829704284668,0.0,0.3551579713821411
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,False,1.1,1024,512,1200,0.08334071189165115,0.08254853625294345,0.08408454021409853,0.15234375,0.002685546875,0.153564453125,0.00390625,0.05197539180517197,0.03136532008647919,0.8731772753874733,554.9847531190552,0.11449593305587769,0.1646861732006073,0.99414977279566,0.9765822004970567,0.9959543805983556,557.439453125,0.1360936164855957,0.844482421875,0.10984692722558975
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,False,1.25,1024,512,1200,0.08334071189165115,0.08254853625294345,0.08408454021409853,0.14990234375,0.002685546875,0.15234375,0.005126953125,0.05197539180517197,0.03136532008647919,0.8731772753874733,554.9847531190552,0.11449593305587769,0.1646861732006073,0.99414977279566,0.9765822004970567,0.9959543805983556,557.439453125,0.1360936164855957,0.844482421875,0.10984692722558975
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,False,1.5,1024,512,1200,0.08334071189165115,0.08254853625294345,0.08408454021409853,0.09326171875,0.002685546875,0.1240234375,0.033447265625,0.05197539180517197,0.03136532008647919,0.8731772753874733,554.9847531190552,0.11449593305587769,0.1646861732006073,0.99414977279566,0.9765822004970567,0.9959543805983556,557.439453125,0.1360936164855957,0.844482421875,0.10984692722558975
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,True,1.1,1024,512,1200,0.6954811811447144,0.6889964817775762,0.7030963125173002,1.0,0.0,1.0,0.0,0.4411996006965637,0.25428152084350586,0.0782281807964499,3998.669610111355,0.4335866868495941,0.340378075838089,0.999321629243998,0.6607314138759864,0.9933714891632462,2000.490234375,0.488400936126709,0.0,0.3642317056655884
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,True,1.25,1024,512,1200,0.6954811811447144,0.6889964817775762,0.7030963125173002,0.99072265625,0.0,0.995361328125,0.004638671875,0.4411996006965637,0.25428152084350586,0.0782281807964499,3998.669610111355,0.4335866868495941,0.340378075838089,0.999321629243998,0.6607314138759864,0.9933714891632462,2000.490234375,0.488400936126709,0.0,0.3642317056655884
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,True,1.5,1024,512,1200,0.6954811811447144,0.6889964817775762,0.7030963125173002,0.76953125,0.0,0.884765625,0.115234375,0.4411996006965637,0.25428152084350586,0.0782281807964499,3998.669610111355,0.4335866868495941,0.340378075838089,0.999321629243998,0.6607314138759864,0.9933714891632462,2000.490234375,0.488400936126709,0.0,0.3642317056655884
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.001,False,1.1,1024,512,1200,0.08232004940509796,0.0815374999307096,0.0830395347900776,0.1533203125,0.002197265625,0.154541015625,0.00341796875,0.05131588503718376,0.0310041680932045,0.8729478224406427,554.3970958640975,0.11043953895568848,0.16020053625106812,0.9941161724490967,0.9764855467824035,0.9963285636237599,554.46875,0.13536834716796875,0.843994140625,0.10447768121957779
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.001,False,1.25,1024,512,1200,0.08232004940509796,0.0815374999307096,0.0830395347900776,0.1494140625,0.001953125,0.15283203125,0.00537109375,0.05131588503718376,0.0310041680932045,0.8729478224406427,554.3970958640975,0.11043953895568848,0.16020053625106812,0.9941161724490967,0.9764855467824035,0.9963285636237599,554.46875,0.13536834716796875,0.843994140625,0.10447768121957779
pali,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.001,False,1.5,1024,512,1200,0.08232004940509796,0.0815374999307096,0.0830395347900776,0.0927734375,0.001953125,0.12451171875,0.03369140625,0.05131588503718376,0.0310041680932045,0.8729478224406427,554.3970958640975,0.11043953895568848,0.16020053625106812,0.9941161724490967,0.9764855467824035,0.9963285636237599,554.46875,0.13536834716796875,0.843994140625,0.10447768121957779
