family,dataset,pooling,audit,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,seed,width_factor,d_sae,l1,normalize,dom_margin,train_examples,eval_examples,sae_steps,MFI,MFI_ci_low,MFI_ci_high,FMP,image_driven_frac,text_driven_frac,both_driven_frac,mean_text_delta,mean_image_delta,matched_gini,matched_eff_dim,image_only_mean_activation,llm_mean_activation,vlm_train_rec_r2,vlm_eval_rec_r2,llm_train_rec_r2,vlm_eval_l0,vlm_eval_active_frac,vlm_eval_dead_frac,vlm_eval_z_abs_mean
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,True,1.25,1024,512,1200,0.4555090069770813,0.4503012699453393,0.46104876961908303,1.0,1.0,0.0,0.0,0.024907294660806656,0.43060171604156494,0.10335579154581992,3804.846963672373,0.3555251955986023,0.32956385612487793,0.988547465815846,0.8746888190976959,0.9927607045431845,1872.447265625,0.4571404457092285,0.0,0.29117563366889954
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,True,1.5,1024,512,1200,0.4555090069770813,0.4503012699453393,0.46104876961908303,1.0,1.0,0.0,0.0,0.024907294660806656,0.43060171604156494,0.10335579154581992,3804.846963672373,0.3555251955986023,0.32956385612487793,0.988547465815846,0.8746888190976959,0.9927607045431845,1872.447265625,0.4571404457092285,0.0,0.29117563366889954
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,False,1.1,1024,512,1200,0.058551687747240067,0.057699374815092595,0.05948974861967145,0.09716796875,0.09716796875,0.000244140625,0.000244140625,0.003118851687759161,0.05543283373117447,0.9280255602400139,308.26355940900754,0.13575294613838196,0.04775846377015114,0.9923177075974932,0.9873939150786879,0.9995550176212715,332.099609375,0.08107900619506836,0.902587890625,0.11806409060955048
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,False,1.25,1024,512,1200,0.058551687747240067,0.057699374815092595,0.05948974861967145,0.09716796875,0.09716796875,0.000244140625,0.000244140625,0.003118851687759161,0.05543283373117447,0.9280255602400139,308.26355940900754,0.13575294613838196,0.04775846377015114,0.9923177075974932,0.9873939150786879,0.9995550176212715,332.099609375,0.08107900619506836,0.902587890625,0.11806409060955048
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,False,1.5,1024,512,1200,0.058551687747240067,0.057699374815092595,0.05948974861967145,0.09716796875,0.09716796875,0.000244140625,0.000244140625,0.003118851687759161,0.05543283373117447,0.9280255602400139,308.26355940900754,0.13575294613838196,0.04775846377015114,0.9923177075974932,0.9873939150786879,0.9995550176212715,332.099609375,0.08107900619506836,0.902587890625,0.11806409060955048
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,True,1.1,1024,512,1200,0.4656406044960022,0.4602076182665769,0.4715871211126796,1.0,1.0,0.0,0.0,0.02513713389635086,0.44050347805023193,0.09691593977776175,3866.409956623512,0.3615381419658661,0.33315327763557434,0.9930066586136168,0.8795348814330561,0.9956623764600672,1888.529296875,0.46106672286987305,0.0,0.29899027943611145
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,True,1.25,1024,512,1200,0.4656406044960022,0.4602076182665769,0.4715871211126796,1.0,1.0,0.0,0.0,0.02513713389635086,0.44050347805023193,0.09691593977776175,3866.409956623512,0.3615381419658661,0.33315327763557434,0.9930066586136168,0.8795348814330561,0.9956623764600672,1888.529296875,0.46106672286987305,0.0,0.29899027943611145
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.0003,True,1.5,1024,512,1200,0.4656406044960022,0.4602076182665769,0.4715871211126796,1.0,1.0,0.0,0.0,0.02513713389635086,0.44050347805023193,0.09691593977776175,3866.409956623512,0.3615381419658661,0.33315327763557434,0.9930066586136168,0.8795348814330561,0.9956623764600672,1888.529296875,0.46106672286987305,0.0,0.29899027943611145
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.001,False,1.1,1024,512,1200,0.057935550808906555,0.05709067783973296,0.058861806735149,0.096923828125,0.096923828125,0.000244140625,0.000244140625,0.003033826593309641,0.054901719093322754,0.9278747897273633,306.18798604387695,0.13079893589019775,0.04080755636096001,0.992347638884665,0.9874137981610072,0.999596711295899,332.306640625,0.08112955093383789,0.90283203125,0.1137688085436821
smol,pixelprose,final_quarter,False,0,0.0,0,0,0,11,4.0,4096,0.001,False,1.25,1024,512,1200,0.057935550808906555,0.05709067783973296,0.058861806735149,0.096923828125,0.096923828125,0.000244140625,0.000244140625,0.003033826593309641,0.054901719093322754,0.9278747897273633,306.18798604387695,0.13079893589019775,0.04080755636096001,0.992347638884665,0.9874137981610072,0.999596711295899,332.306640625,0.08112955093383789,0.90283203125,0.1137688085436821
